standard_code,business_domain,control_topic,standard_requirement,current_source_basis,proposed_source_basis,evidence_excerpt,match_score,confidence,review_status
GUAR-007,担保业务,所属企业担保监控,企业应对所属企业担保业务实施统一监控，未经授权的内设机构和所属企业不得办理担保。,《企业内部控制应用指引第12号——担保业务》（财会〔2010〕11号）；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》,【0204】外规汇编\第二篇 财务管理.docx；段落1574,...责对等、运行规范、风险控制有力的分层分类投资监督管理体系。 企业是投资活动的决策主体、执行主体和责任主体。监管企业应当根据相关法律法规规章、公司章程及国资监管部门的规范性要求，建立投资管理体系，健全投资管理制度，合理设定内部管理层级，规范本部及所属企业投资决策程序，对所属企业投资活动进行有效管控，切实履行投资的主体责任和股东监管职责。 市国资委以投资方向、风险防控、程序合规为重点履行出资人监管职责，通过项目检查、审计监督、纪检监察等手段...,16,low,needs_manual_review
GUAR-008,担保业务,担保合同管理,担保业务经批准后应签订书面合同，明确担保范围、份额、权利义务、违约责任和信息报送要求。,《企业内部控制应用指引第12号——担保业务》（财会〔2010〕11号）；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》,【0204】外规汇编\第二篇 财务管理.docx；段落1290,（一）对发生的担保损失，除取得坏账准备相应的证据外，还应当取得担保合同等证明或资料、涉及责任人的责任认定及赔偿等；,7,low,needs_manual_review
GUAR-009,担保业务,担保存续期监控,企业应持续监测被担保人的经营、财务、资金使用和债务偿还情况，异常事项应及时报告处置。,《企业内部控制应用指引第12号——担保业务》（财会〔2010〕11号）；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》,【0204】外规汇编\第二篇 财务管理.docx；段落1637,一、一般规定 1.1为了规范公司债券（含企业债券）募集资金的管理和使用行为，根据《上海证券交易所公司债券发行上市审核规则》《上海证券交易所公司债券上市规则》《上海证券交易所非公开发行公司债券挂牌规则》等有关规定，制定本指南。 1.2本指南对发行人、受托管理人等市场主体募集资金管理中的常见问题进行了总结明确。相关市场主体应当按照本所业务规则、本指南的规定和募集说明书约定使用募集资金。 1.3发行人应当按照规定和生产经营实际需求，合理、审慎...,16,low,needs_manual_review
GUAR-010,担保业务,反担保财产管理,企业应妥善保管反担保权利凭证，定期核实反担保财产存续状况和价值。,《企业内部控制应用指引第12号——担保业务》（财会〔2010〕11号）；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》,【0204】外规汇编\第二篇 财务管理.docx；段落612,（七）发行人为债券设定担保的，债券受托管理人应在债券发行前或债券募集说明书约定的时间内取得担保的权利证明或其他有关文件，并在增信措施有效期内妥善保管；,9,low,needs_manual_review
GUAR-011,担保业务,担保台账与会计控制,企业应建立担保事项台账，准确记录对象、金额、期限和状态，并按规定确认预计负债和披露担保事项。,《企业内部控制应用指引第12号——担保业务》（财会〔2010〕11号）；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》,【0204】外规汇编\第二篇 财务管理.docx；段落1637,一、一般规定 1.1为了规范公司债券（含企业债券）募集资金的管理和使用行为，根据《上海证券交易所公司债券发行上市审核规则》《上海证券交易所公司债券上市规则》《上海证券交易所非公开发行公司债券挂牌规则》等有关规定，制定本指南。 1.2本指南对发行人、受托管理人等市场主体募集资金管理中的常见问题进行了总结明确。相关市场主体应当按照本所业务规则、本指南的规定和募集说明书约定使用募集资金。 1.3发行人应当按照规定和生产经营实际需求，合理、审慎...,11,low,needs_manual_review
GUAR-012,担保业务,担保终止与责任追究,担保到期应及时清查并终止担保关系，完整归档资料；违规担保和重大决策失误应追究责任。,《企业内部控制应用指引第12号——担保业务》（财会〔2010〕11号）；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》,【0204】外规汇编\第二篇 财务管理.docx；段落1523,第五十二条市属国有企业应当建立责任追究工作报告制度，及时向市国资委等履行出资人职责的机构书面报告较大和重大违规经营投资的问题和线索，并按照要求定期报送责任追究工作开展情况。 企业应当建立资产损失定期检查机制，及时发现经营投资中的非正常损失，结合财务决算管理、经济责任审计和内部审计等进行全面核实，确定资产损失与责任。,13,low,needs_manual_review
OUT-001,业务外包,外包分类与范围管理,企业应建立业务外包管理制度，对外包业务分类管理并明确范围、方式、条件、程序和职责权限，原则上避免核心业务外包。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落782,第四条企业应当根据本评价指引，结合内部控制设计与运行的实际情况，制定具体的内部控制评价办法，规定评价的原则、内容、程序、方法和报告形式等，明确相关机构或岗位的职责权限，落实责任制，按照规定的办法、程序和要求，有序开展内部控制评价工作。企业董事会应当对内部控制评价报告的真实性负责。,13,low,needs_manual_review
OUT-002,业务外包,外包实施方案审批,企业应结合年度经营计划拟定外包实施方案，并按照规定权限和程序审批。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落797,第十六条内部控制缺陷包括设计缺陷和运行缺陷。企业对内部控制缺陷的认定，应当以日常监督和专项监督为基础，结合年度内部控制评价，由内部控制评价部门进行综合分析后提出认定意见，按照规定的权限和程序进行审核后予以最终认定。,22,low,needs_manual_review
OUT-003,业务外包,重大外包集体决策,重大业务外包应由总会计师或分管财务负责人参与决策，并提交董事会或类似权力机构审批。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落777,第二条本指引所称内部控制评价，是指企业董事会或类似权力机构对内部控制的有效性进行全面评价、形成评价结论、出具评价报告的过程。,26,low,needs_manual_review
OUT-004,业务外包,承包方资格审查,企业应审查承包方合法经营资格、专业资质、人员能力、技术经验和履约能力。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落62,第十八条 招标人可以根据招标项目本身的要求，在招标公告或者投标邀请书中，要求潜在投标人提供有关资质证明文件和业绩情况，并对潜在投标人进行资格审查；国家对投标人的资格条件有规定的，依照其规定。 招标人不得以不合理的条件限制或者排斥潜在投标人，不得对潜在投标人实行歧视待遇。,8,low,needs_manual_review
OUT-005,业务外包,外包价格与成本控制,企业应综合考虑内外部因素合理确定外包价格，执行成本效益分析并控制外包成本。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落11,第七条 企业应当强化重大案件处置重点环节管控。充分发挥内外部法律资源作用，做细做实案件分析评估、法律论证、证据收集、申请保全等工作，制定务实有效的应对方案；对案件进入诉讼（仲裁）阶段的，应当严格按照诉讼（仲裁）程序，委托外聘律师、公司律师、法律顾问参与庭审，维护企业合法权益。规范法律中介机构选聘，加强外聘律师管理，对外聘律师提出的意见建议，要结合实际情况，综合研判，审慎确定诉讼策略。,9,low,needs_manual_review
OUT-006,业务外包,承包方竞争选择,企业应遵循公开、公平、公正原则，引入竞争机制并按照规定程序择优确定承包方。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落47,第五条 招标投标活动应当遵循公开、公平、公正和诚实信用的原则。,12,low,needs_manual_review
OUT-007,业务外包,外包合同条款,外包合同应明确业务范围、双方权利义务、服务质量、费用结算、保密要求、违约责任和退出安排。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落129,...片区，带动长三角新一轮改革开放 1.着力发展总部经济。建设亚太供应链管理中心，完善新型国际贸易与国际市场投融资服务的系统性制度支撑体系，吸引全球或区域资金管理中心等总部型机构集聚。 2.积极发展前沿产业。聚焦集成电路、人工智能、生物医药、航空航天、维修和绿色再制造等前沿领域，制定新片区创新型产业发展规划，推动国际开放型合作平台建设，建立以关键核心技术为突破口的前沿产业集群。 3.大力发展新型国际贸易。支持发展数字贸易，推动建立跨境电商海...,11,low,needs_manual_review
OUT-008,业务外包,外包保密管理,涉及保密的外包业务，应在合同或保密协议中明确承包方及其人员的保密义务和责任。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落397,第三十四条从事国家秘密载体制作、复制、维修、销毁，涉密信息系统集成，或者武器装备科研生产等涉及国家秘密业务的企业事业单位，应当经过保密审查，具体办法由国务院规定。 机关、单位委托企业事业单位从事前款规定的业务，应当与其签订保密协议，提出保密要求，采取保密措施。,11,low,needs_manual_review
OUT-009,业务外包,外包履约过程监控,企业应对承包方履约情况进行持续监控，建立沟通协调、问题报告和整改机制。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落10,第六条 企业应当建立健全法律风险防范机制，对重大法律纠纷案件的处理，由企业主要负责人负总责，企业总法律顾问或者分管法律事务的企业负责人牵头组织，企业法律事务机构具体实施，有关业务部门予以配合，统筹做好沟通协调、诉讼（仲裁）事务等工作。加强对所属企业的案件管控，及时指导、督办或组织协调处置。,9,low,needs_manual_review
OUT-010,业务外包,重大外包应急机制,重大业务外包应建立业务连续性和应急机制，防止承包方履约失败造成经营中断。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落124,...跨区域人员流动趋势，加强协作联动，逐步提升基本公共服务保障水平，逐步增加保障项目，提升保障标准。创新跨区域服务机制，共同探索建设长三角基本公共服务平台。 2.持续提升异地公共服务便捷度。建立信息沟通和应急联动机制，探索异地就医备案互认，深化推进异地就医直接结算，争取实现全部统筹区和主要医疗机构两个全覆盖，完善异地就医协同监管体制和运行机制。推动公共卫生联防联控，加强重大传染病疫情信息通报和卫生应急联动，建立严重精神障碍重点患者信息交换机...,8,low,needs_manual_review
OUT-011,业务外包,外包结算与验收,企业应依据合同和验收结果办理外包费用结算；需验收的外包成果应由相关部门组织验收并出具证明。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落813,第二十三条企业应当根据年度内部控制评价结果，结合内部控制评价工作底稿和内部控制缺陷汇总表等资料，按照规定的程序和要求，及时编制内部控制评价报告。 第二十四 条内部控制评价报告应当报经董事会或类似权力机构批准后对外披露或报送相关部门。企业内部控制评价部门应当关注自内部控制评价报告基准日至内部控制评价报告发出日之间是否发生影响内部控制有效性的因素，并根据其性质和影响程度对评价结论进行相应调整。,7,low,needs_manual_review
OUT-012,业务外包,承包方绩效与退出,企业应持续评价承包方履约能力，对重大违约及时终止合同、索赔并追究相关责任。,《企业内部控制应用指引第13号——业务外包》（财会〔2010〕11号）；《中华人民共和国民法典》；沪国资委法规〔2022〕2号《上海市国资委监管企业合规管理办法》,【0204】外规汇编\第五篇 法律合规 第六篇 业务管理 第七篇 内部监督.docx；段落800,第十九条企业内部控制评价部门应当编制内部控制缺陷认定汇总表，结合日常监督和专项监督发现的内部控制缺陷及其持续改进情况，对内部控制缺陷及其成因、表现形式和影响程度进行综合分析和全面复核，提出认定意见，并以适当的形式向董事会、监事会或者经理层报告。重大缺陷应当由董事会予以最终认定。企业对于认定的重大缺陷，应当及时采取应对策略，切实将风险控制在可承受度之内，并追究有关部门或相关人员的责任。,7,low,needs_manual_review
INFO-001,内部信息传递,内部信息传递机制,企业应建立内部信息传递机制，明确传递内容、方式、范围、保密要求及各层级职责权限。,《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落672,（十四）做好档案安全工作。档案安全是档案工作的底线。在国有企业改革中，要更加重视档案安全工作，坚持安全第一、预防为主，完善档案安全管理制度，落实档案安全工作责任，健全人防、物防、技防相结合的档案安全防范体系，加强档案应急管理体系建设；要充分运用现代科技手段，不断提高化解风险、防范事故和应急处置的能力，确保档案的绝对安全。 企业知识产权管理规范 企业档案工作规范 (国家档案局2009年11月2日发布，2010年1月1日实施) 1 范围 本...,23,low,needs_manual_review
INFO-002,内部信息传递,内部报告指标体系,企业应根据发展战略、风险控制和绩效考核要求建立分级内部报告指标体系，并与全面预算管理衔接。,《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落672,（十四）做好档案安全工作。档案安全是档案工作的底线。在国有企业改革中，要更加重视档案安全工作，坚持安全第一、预防为主，完善档案安全管理制度，落实档案安全工作责任，健全人防、物防、技防相结合的档案安全防范体系，加强档案应急管理体系建设；要充分运用现代科技手段，不断提高化解风险、防范事故和应急处置的能力，确保档案的绝对安全。 企业知识产权管理规范 企业档案工作规范 (国家档案局2009年11月2日发布，2010年1月1日实施) 1 范围 本...,19,low,needs_manual_review
INFO-003,内部信息传递,内部报告及时准确,内部报告应简洁、准确、完整并及时传递，便于各管理层级正确履行职责。,《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落672,（十四）做好档案安全工作。档案安全是档案工作的底线。在国有企业改革中，要更加重视档案安全工作，坚持安全第一、预防为主，完善档案安全管理制度，落实档案安全工作责任，健全人防、物防、技防相结合的档案安全防范体系，加强档案应急管理体系建设；要充分运用现代科技手段，不断提高化解风险、防范事故和应急处置的能力，确保档案的绝对安全。 企业知识产权管理规范 企业档案工作规范 (国家档案局2009年11月2日发布，2010年1月1日实施) 1 范围 本...,16,low,needs_manual_review
INFO-004,内部信息传递,内部报告流程与责任,企业应制定内部报告流程，明确专人负责，重要信息应及时上报并可直接报告高级管理人员。,《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\PDF格式制度\65、档案数据硬磁盘离线存储管理规范.pdf；段落14,"...盘在进行数据写入过程中应采取必要的措施防止意外断电,不要移动或碰撞工作台和相关 设备,防止发生振动及机械损伤.档案数据写入后应对硬磁盘进行写保护控制. ６．３ 检测 ６．３．１ 应使用恶意代码扫描软件对硬磁盘存储的档案数据进行安全性检测. ６．３．２ 应对硬磁盘存储的档案数据进行可用性检测和完整性检测. ６．３．３ 应采用基于S．M．A．R．T．技术的硬磁盘检测软件对硬磁盘进行检测. ６．４ 制作标签 ６．４．１ 应制作硬磁盘标签,标签...",19,low,needs_manual_review
INFO-005,内部信息传递,内部报告审核,企业应建立内部报告审核制度，对报告数据来源、内容完整性和准确性进行复核。,《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落672,（十四）做好档案安全工作。档案安全是档案工作的底线。在国有企业改革中，要更加重视档案安全工作，坚持安全第一、预防为主，完善档案安全管理制度，落实档案安全工作责任，健全人防、物防、技防相结合的档案安全防范体系，加强档案应急管理体系建设；要充分运用现代科技手段，不断提高化解风险、防范事故和应急处置的能力，确保档案的绝对安全。 企业知识产权管理规范 企业档案工作规范 (国家档案局2009年11月2日发布，2010年1月1日实施) 1 范围 本...,17,low,needs_manual_review
INFO-006,内部信息传递,外部信息收集传递,企业应收集分析市场、政策和监管等外部信息，并及时传递至相关管理层级。,《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落655,六、加强监督检查。各中央企业应当加强对外捐赠事项的财务监督工作，在实际发生对外捐赠支出后，应当规范账务处理，并将有关支出情况向社会公开。企业应当重视对外捐赠项目实施效果的后续跟踪，有条件的企业，应当组织对重大捐赠项目进行现场检查或审计，督促受益对象发挥捐赠的最大效益。企业应当通过纪检监察、内部审计、中介机构审计等多种渠道开展监督检查工作，及时查找企业在制度建设、工作组织、决策程序、预算安排、项目实施和财务处理等方面存在的问题，认真整改。...,18,low,needs_manual_review
INFO-007,内部信息传递,合理化建议与举报渠道,企业应建立合理化建议、投诉和举报渠道，保护举报人并对违法违规、舞弊线索及时调查处理。,《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落655,六、加强监督检查。各中央企业应当加强对外捐赠事项的财务监督工作，在实际发生对外捐赠支出后，应当规范账务处理，并将有关支出情况向社会公开。企业应当重视对外捐赠项目实施效果的后续跟踪，有条件的企业，应当组织对重大捐赠项目进行现场检查或审计，督促受益对象发挥捐赠的最大效益。企业应当通过纪检监察、内部审计、中介机构审计等多种渠道开展监督检查工作，及时查找企业在制度建设、工作组织、决策程序、预算安排、项目实施和财务处理等方面存在的问题，认真整改。...,25,low,needs_manual_review
INFO-008,内部信息传递,内部报告风险应用,企业应利用内部报告开展风险识别和分析，制定风险应对措施并跟踪问题整改。,《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落655,六、加强监督检查。各中央企业应当加强对外捐赠事项的财务监督工作，在实际发生对外捐赠支出后，应当规范账务处理，并将有关支出情况向社会公开。企业应当重视对外捐赠项目实施效果的后续跟踪，有条件的企业，应当组织对重大捐赠项目进行现场检查或审计，督促受益对象发挥捐赠的最大效益。企业应当通过纪检监察、内部审计、中介机构审计等多种渠道开展监督检查工作，及时查找企业在制度建设、工作组织、决策程序、预算安排、项目实施和财务处理等方面存在的问题，认真整改。...,21,low,needs_manual_review
INFO-009,内部信息传递,内部报告保密,企业应制定内部报告保密制度，明确保密内容、密级、措施和传递范围，防止商业秘密泄露。,《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\PDF格式制度\65、档案数据硬磁盘离线存储管理规范.pdf；段落14,"[第5页] DA/T７５—２０１９ ６．２．３ 硬磁盘在进行数据写入过程中应采取必要的措施防止意外断电,不要移动或碰撞工作台和相关 设备,防止发生振动及机械损伤.档案数据写入后应对硬磁盘进行写保护控制. ６．３ 检测 ６．３．１ 应使用恶意代码扫描软件对硬磁盘存储的档案数据进行安全性检测. ６．３．２ 应对硬磁盘存储的档案数据进行可用性检测和完整性检测. ６．３．３ 应采用基于S．M．A．R．T．技术的硬磁盘检测软件对硬磁盘进行检测. ...",19,low,needs_manual_review
INFO-010,内部信息传递,内部报告评估改进,企业应定期评估内部报告形成和使用的及时性、安全性及有效性，并持续改进。,《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落655,六、加强监督检查。各中央企业应当加强对外捐赠事项的财务监督工作，在实际发生对外捐赠支出后，应当规范账务处理，并将有关支出情况向社会公开。企业应当重视对外捐赠项目实施效果的后续跟踪，有条件的企业，应当组织对重大捐赠项目进行现场检查或审计，督促受益对象发挥捐赠的最大效益。企业应当通过纪检监察、内部审计、中介机构审计等多种渠道开展监督检查工作，及时查找企业在制度建设、工作组织、决策程序、预算安排、项目实施和财务处理等方面存在的问题，认真整改。...,20,low,needs_manual_review
VEH-001,用车管理,用车制度与归口管理,企业应建立公务及生产经营用车管理制度，明确归口部门、车辆分类、使用范围、审批权限和监督责任。,《企业内部控制应用指引第8号——资产管理》（财会〔2010〕11号）；《党政机关公务用车管理办法》；《上海市事业单位及国有企业公务用车制度改革推进工作会会议材料》；《市管国有企业领导人员履职待遇、业务支出管理规定》,【0204】外规汇编\第三篇 行政管理.docx；段落232,（一）改革公务交通保障方式 改革党政机关（包括各级党委、人大、政府、政协、审判、检察机关，各民主党派和工商联，参照公务员法管理的人民团体、群众团体、事业单位，下同）公务用车实物供给方式，取消一般公务用车，保留必要的机要通信、应急、特种专业技术用车和符合规定的一线执法执勤岗位车辆及其他车辆。改革后，行政区域（城区或规定区域）内普通公务出行方式由公务人员自行选择，实行社会化提供，适度发放公务交通补贴。公务交通补贴保障范围要与差旅费保障范围搞...,20,low,needs_manual_review
VEH-002,用车管理,车辆编制与配置标准,企业应根据经营需要和上级管理要求合理核定车辆数量与配置标准，禁止超标准、超范围配置。,《企业内部控制应用指引第8号——资产管理》（财会〔2010〕11号）；《党政机关公务用车管理办法》；《上海市事业单位及国有企业公务用车制度改革推进工作会会议材料》；《市管国有企业领导人员履职待遇、业务支出管理规定》,【0204】外规汇编\第三篇 行政管理.docx；段落237,（一）加强定向化保障车辆管理 各级党政机关公务用车主管部门要会同有关部门严格核定定向化保障公务用车的编制和标准，车辆配备优先选用新能源汽车。执法执勤用车配备应当严格限制在一线执法执勤岗位，机关内部管理和后勤岗位以及机关所属事业单位一律不得配备。除涉及国家安全、侦查办案等有保密要求的特殊工作用车外，执法执勤用车应当喷涂明显的统一标识。机要通信、应急等车辆要充分考虑不同部门的工作差异，根据实际需要合理配备，保障到位。按规定保留的公务用车实行...,15,low,needs_manual_review
VEH-003,用车管理,车辆购置与更新计划,车辆购置和更新应纳入年度计划及预算，履行需求论证、审批和采购程序。,《企业内部控制应用指引第8号——资产管理》（财会〔2010〕11号）；《党政机关公务用车管理办法》；《上海市事业单位及国有企业公务用车制度改革推进工作会会议材料》；《市管国有企业领导人员履职待遇、业务支出管理规定》,【0204】外规汇编\第三篇 行政管理.docx；段落239,（三）加强公务用车监督检查 把公务用车配备和运行维护费用、交通补贴发放、车辆处置情况等纳入日常和专项审计监督及政务公开范围。党政机关不得以特殊用途等理由变相超编制、超标准配备公务用车，不得以任何方式换用、借用、占用下属单位或其他单位和个人的车辆，不得接受企事业单位和个人赠送的车辆，不得以任何理由违反用途使用或固定给个人使用执法执勤、机要通信等公务用车，不得以公务交通补贴名义变相发放福利。公务人员不得既领取公务交通补贴、又违规乘坐公务用车...,9,low,needs_manual_review
VEH-004,用车管理,车辆产权与台账,企业车辆应依法登记在企业名下并建立完整台账，记录车辆配置、使用、维修、保险、年检和处置情况。,《企业内部控制应用指引第8号——资产管理》（财会〔2010〕11号）；《党政机关公务用车管理办法》；《上海市事业单位及国有企业公务用车制度改革推进工作会会议材料》；《市管国有企业领导人员履职待遇、业务支出管理规定》,【0204】外规汇编\第三篇 行政管理.docx；段落239,（三）加强公务用车监督检查 把公务用车配备和运行维护费用、交通补贴发放、车辆处置情况等纳入日常和专项审计监督及政务公开范围。党政机关不得以特殊用途等理由变相超编制、超标准配备公务用车，不得以任何方式换用、借用、占用下属单位或其他单位和个人的车辆，不得接受企事业单位和个人赠送的车辆，不得以任何理由违反用途使用或固定给个人使用执法执勤、机要通信等公务用车，不得以公务交通补贴名义变相发放福利。公务人员不得既领取公务交通补贴、又违规乘坐公务用车...,17,low,needs_manual_review
VEH-005,用车管理,用车申请与审批,公务及生产经营用车应事前提出申请并履行审批，明确时间、事由、人员、地点和预计里程。,《企业内部控制应用指引第8号——资产管理》（财会〔2010〕11号）；《党政机关公务用车管理办法》；《上海市事业单位及国有企业公务用车制度改革推进工作会会议材料》；《市管国有企业领导人员履职待遇、业务支出管理规定》,【0204】外规汇编\第三篇 行政管理.docx；段落237,（一）加强定向化保障车辆管理 各级党政机关公务用车主管部门要会同有关部门严格核定定向化保障公务用车的编制和标准，车辆配备优先选用新能源汽车。执法执勤用车配备应当严格限制在一线执法执勤岗位，机关内部管理和后勤岗位以及机关所属事业单位一律不得配备。除涉及国家安全、侦查办案等有保密要求的特殊工作用车外，执法执勤用车应当喷涂明显的统一标识。机要通信、应急等车辆要充分考虑不同部门的工作差异，根据实际需要合理配备，保障到位。按规定保留的公务用车实行...,11,low,needs_manual_review
VEH-006,用车管理,车辆集中调度,企业应对车辆实行统一或集中调度，按照业务需要合理派车，避免车辆固定给个人使用。,《企业内部控制应用指引第8号——资产管理》（财会〔2010〕11号）；《党政机关公务用车管理办法》；《上海市事业单位及国有企业公务用车制度改革推进工作会会议材料》；《市管国有企业领导人员履职待遇、业务支出管理规定》,【0204】外规汇编\第三篇 行政管理.docx；段落239,（三）加强公务用车监督检查 把公务用车配备和运行维护费用、交通补贴发放、车辆处置情况等纳入日常和专项审计监督及政务公开范围。党政机关不得以特殊用途等理由变相超编制、超标准配备公务用车，不得以任何方式换用、借用、占用下属单位或其他单位和个人的车辆，不得接受企事业单位和个人赠送的车辆，不得以任何理由违反用途使用或固定给个人使用执法执勤、机要通信等公务用车，不得以公务交通补贴名义变相发放福利。公务人员不得既领取公务交通补贴、又违规乘坐公务用车...,24,low,needs_manual_review
